node_id,title,difficulty,topics,degree,acceptance
859,Lemonade Change,Easy,Greedy,4,0.519
860,Score After Flipping Matrix,Medium,Greedy,2,0.738
861,Shortest Subarray with Sum at Least K,Hard,"Binary Search, Queue",5,0.253
862,All Nodes Distance K in Binary Tree,Medium,"Tree, Depth-first Search, Breadth-first Search",7,0.5820000000000001
863,Shortest Path to Get All Keys,Hard,"Heap, Breadth-first Search",6,0.424
864,Smallest Subtree with all the Deepest Nodes,Medium,"Tree, Depth-first Search, Breadth-first Search, Recursion",8,0.65
865,Prime Palindrome,Medium,Math,2,0.25
866,Transpose Matrix,Easy,Array,2,0.62
867,Binary Gap,Easy,Math,2,0.61
868,Reordered Power of 2,Medium,,1,0.612
869,Advantage Shuffle,Medium,"Array, Greedy",5,0.507
870,Minimum Number of Refueling Stops,Hard,"Dynamic Programming, Heap",8,0.324
871,Leaf-Similar Trees,Easy,"Tree, Depth-first Search",3,0.645
872,Length of Longest Fibonacci Subsequence,Medium,"Array, Dynamic Programming",5,0.48200000000000004
873,Walking Robot Simulation,Easy,Greedy,2,0.36700000000000005
874,Koko Eating Bananas,Medium,Binary Search,3,0.535
875,Middle of the Linked List,Easy,Linked List,2,0.6920000000000001
876,Stone Game,Medium,"Math, Dynamic Programming, Minimax",11,0.6709999999999999
877,Nth Magical Number,Hard,,1,0.289
878,Profitable Schemes,Hard,Dynamic Programming,2,0.39899999999999997
879,Decoded String at Index,Medium,Stack,4,0.282
880,Boats to Save People,Medium,"Two Pointers, Greedy",4,0.491
881,Reachable Nodes In Subdivided Graph,Hard,"Heap, Breadth-first Search",4,0.431
882,Projection Area of 3D Shapes,Easy,,1,0.685
883,Uncommon Words from Two Sentences,Easy,Hash Table,4,0.642
884,Spiral Matrix III,Medium,Math,6,0.711
885,Possible Bipartition,Medium,"Depth-first Search, Graph",4,0.45299999999999996
886,Super Egg Drop,Hard,"Math, Binary Search, Dynamic Programming",10,0.27
887,Fair Candy Swap,Easy,Array,4,0.591
888,Construct Binary Tree from Preorder and Postorder Traversal,Medium,Tree,2,0.6779999999999999
889,Find and Replace Pattern,Medium,String,4,0.742
890,Sum of Subsequence Widths,Hard,"Array, Math",6,0.331
891,Surface Area of 3D Shapes,Easy,,1,0.6
892,Groups of Special-Equivalent Strings,Easy,String,2,0.696
893,All Possible Full Binary Trees,Medium,"Tree, Recursion",6,0.773
894,Maximum Frequency Stack,Hard,"Hash Table, Stack",3,0.632
895,Monotonic Array,Easy,Array,2,0.579
896,Increasing Order Search Tree,Easy,"Tree, Depth-first Search, Recursion",8,0.746
897,Bitwise ORs of Subarrays,Medium,"Dynamic Programming, Bit Manipulation",4,0.344
898,Orderly Queue,Hard,"Math, String",6,0.534
899,RLE Iterator,Medium,Array,2,0.556
900,Online Stock Span,Medium,Stack,2,0.615
901,Numbers At Most N Given Digit Set,Hard,"Math, Dynamic Programming",4,0.361
902,Valid Permutations for DI Sequence,Hard,,1,0.542
903,Fruit Into Baskets,Medium,Two Pointers,2,0.43
904,Sort Array By Parity,Easy,Array,2,0.75
905,Super Palindromes,Hard,Math,2,0.327
906,Sum of Subarray Minimums,Medium,"Array, Stack",8,0.331
907,Smallest Range I,Easy,Math,4,0.664
908,Snakes and Ladders,Medium,Breadth-first Search,4,0.39299999999999996
909,Smallest Range II,Medium,"Math, Greedy",4,0.312
910,Online Election,Medium,Binary Search,5,0.514
911,Sort an Array,Medium,,1,0.6459999999999999
912,Cat and Mouse,Hard,"Breadth-first Search, Minimax",6,0.348
913,X of a Kind in a Deck of Cards,Easy,"Array, Math",8,0.34
914,Partition Array into Disjoint Intervals,Medium,Array,2,0.46399999999999997
915,Word Subsets,Medium,String,2,0.528
916,Reverse Only Letters,Easy,String,2,0.594
917,Maximum Sum Circular Subarray,Medium,Array,2,0.34299999999999997
918,Complete Binary Tree Inserter,Medium,Tree,2,0.591
919,Number of Music Playlists,Hard,Dynamic Programming,4,0.48
920,Minimum Add to Make Parentheses Valid,Medium,"Stack, Greedy",6,0.7490000000000001
921,Sort Array By Parity II,Easy,"Array, Sort",6,0.7070000000000001
922,3Sum With Multiplicity,Medium,Two Pointers,4,0.409
923,Minimize Malware Spread,Hard,"Depth-first Search, Union Find",3,0.419
924,Long Pressed Name,Easy,"Two Pointers, String",5,0.375
925,Flip String to Monotone Increasing,Medium,Array,2,0.534
926,Three Equal Parts,Hard,"Math, Binary Search, Greedy",6,0.34700000000000003
927,Minimize Malware Spread II,Hard,"Depth-first Search, Union Find, Graph",5,0.415
928,Unique Email Addresses,Easy,String,4,0.672
929,Binary Subarrays With Sum,Medium,"Hash Table, Two Pointers",4,0.44799999999999995
930,Minimum Falling Path Sum,Medium,Dynamic Programming,3,0.637
931,Beautiful Array,Medium,Divide and Conquer,4,0.614
932,Number of Recent Calls,Easy,Queue,2,0.7240000000000001
933,Shortest Bridge,Medium,"Depth-first Search, Breadth-first Search",4,0.499
934,Knight Dialer,Medium,Dynamic Programming,2,0.467
935,Stamping The Sequence,Hard,"String, Greedy",6,0.534
936,Reorder Data in Log Files,Easy,String,4,0.5479999999999999
937,Range Sum of BST,Easy,"Tree, Depth-first Search, Recursion",5,0.8320000000000001
938,Minimum Area Rectangle,Medium,Hash Table,2,0.522
939,Distinct Subsequences II,Hard,,1,0.415
940,Valid Mountain Array,Easy,,1,0.33
941,DI String Match,Easy,Math,4,0.737
942,Find the Shortest Superstring,Hard,Dynamic Programming,4,0.434
943,Delete Columns to Make Sorted,Easy,Greedy,2,0.7090000000000001
944,Minimum Increment to Make Array Unique,Medium,Array,2,0.469
945,Validate Stack Sequences,Medium,Stack,2,0.644
946,Most Stones Removed with Same Row or Column,Medium,"Depth-first Search, Union Find",5,0.555
947,Bag of Tokens,Medium,"Two Pointers, Greedy, Sort",8,0.461
948,Largest Time for Given Digits,Medium,Math,2,0.36200000000000004
949,Reveal Cards In Increasing Order,Medium,Array,2,0.755
950,Flip Equivalent Binary Trees,Medium,Tree,2,0.657
951,Largest Component Size by Common Factor,Hard,"Math, Union Find",4,0.364
952,Verifying an Alien Dictionary,Easy,Hash Table,4,0.518
953,Array of Doubled Pairs,Medium,"Array, Hash Table",3,0.35100000000000003
954,Delete Columns to Make Sorted II,Medium,Greedy,2,0.33899999999999997
955,Tallest Billboard,Hard,,1,0.39899999999999997
956,Prison Cells After N Days,Medium,Hash Table,4,0.401
957,Check Completeness of a Binary Tree,Medium,Tree,2,0.525
958,Regions Cut By Slashes,Medium,"Depth-first Search, Union Find, Graph",7,0.674
959,Delete Columns to Make Sorted III,Hard,Dynamic Programming,2,0.551
960,N-Repeated Element in Size 2N Array,Easy,Hash Table,2,0.746
961,Maximum Width Ramp,Medium,Array,4,0.466
962,Minimum Area Rectangle II,Medium,"Math, Geometry",6,0.521
963,Least Operators to Express Number,Hard,"Math, Dynamic Programming",6,0.452
964,Univalued Binary Tree,Easy,Tree,3,0.679
965,Vowel Spellchecker,Medium,"Hash Table, String",4,0.519
966,Numbers With Same Consecutive Differences,Medium,"Backtracking, Depth-first Search, Breadth-first Search, Recursion",13,0.451
967,Binary Tree Cameras,Hard,"Dynamic Programming, Tree, Depth-first Search",8,0.389
968,Pancake Sorting,Medium,"Array, Sort",6,0.688
969,Powerful Integers,Medium,,1,0.401
970,Flip Binary Tree To Match Preorder Traversal,Medium,"Tree, Depth-first Search",5,0.501
971,Equal Rational Numbers,Hard,Math,2,0.42100000000000004
972,K Closest Points to Origin,Medium,"Divide and Conquer, Heap, Sort",12,0.6459999999999999
973,Subarray Sums Divisible by K,Medium,"Array, Hash Table",6,0.51
974,Odd Even Jump,Hard,"Dynamic Programming, Stack, Ordered Map",8,0.415
975,Largest Perimeter Triangle,Easy,"Math, Sort",8,0.593
976,Squares of a Sorted Array,Easy,"Array, Two Pointers",8,0.718
977,Longest Turbulent Subarray,Medium,"Array, Dynamic Programming, Sliding Window",9,0.467
978,Distribute Coins in Binary Tree,Medium,"Tree, Depth-first Search",7,0.6990000000000001
979,Unique Paths III,Hard,"Backtracking, Depth-first Search",5,0.77
980,Time Based Key-Value Store,Medium,"Hash Table, Binary Search",6,0.542
981,Triples with Bitwise AND Equal To Zero,Hard,Dynamic Programming,4,0.563
982,Minimum Cost For Tickets,Medium,Dynamic Programming,5,0.628
983,String Without AAA or BBB,Medium,Greedy,2,0.38799999999999996
984,Sum of Even Numbers After Queries,Easy,Array,4,0.606
985,Interval List Intersections,Medium,Two Pointers,5,0.685
986,Vertical Order Traversal of a Binary Tree,Hard,"Hash Table, Tree, Depth-first Search, Breadth-first Search",9,0.39
987,Smallest String Starting From Leaf,Medium,"Tree, Depth-first Search",6,0.469
988,Add to Array-Form of Integer,Easy,Array,6,0.45
989,Satisfiability of Equality Equations,Medium,"Union Find, Graph",8,0.47100000000000003
990,Broken Calculator,Medium,"Math, Greedy",7,0.49700000000000005
991,Subarrays with K Different Integers,Hard,"Hash Table, Two Pointers, Sliding Window",9,0.509
992,Cousins in Binary Tree,Easy,"Tree, Breadth-first Search",5,0.523
993,Rotting Oranges,Medium,Breadth-first Search,5,0.496
994,Minimum Number of K Consecutive Bit Flips,Hard,"Greedy, Sliding Window",6,0.5
995,Number of Squareful Arrays,Hard,"Math, Backtracking, Graph",9,0.486
996,Find the Town Judge,Easy,Graph,3,0.498
997,Maximum Binary Tree II,Medium,Tree,3,0.6409999999999999
998,Available Captures for Rook,Easy,Array,2,0.6779999999999999
999,Minimum Cost to Merge Stones,Hard,Dynamic Programming,4,0.405
1000,Grid Illumination,Hard,Hash Table,5,0.36
1001,Find Common Characters,Easy,"Array, Hash Table",5,0.687
1002,Check If Word Is Valid After Substitutions,Medium,"String, Stack",7,0.5660000000000001
1003,Max Consecutive Ones III,Medium,"Two Pointers, Sliding Window",8,0.608
1004,Maximize Sum Of Array After K Negations,Easy,Greedy,2,0.523
1005,Clumsy Factorial,Medium,Math,2,0.537
1006,Minimum Domino Rotations For Equal Row,Medium,"Array, Greedy",4,0.509
1007,Construct Binary Search Tree from Preorder Traversal,Medium,Tree,2,0.7879999999999999
1008,Complement of Base 10 Integer,Easy,Math,2,0.614
1009,Pairs of Songs With Total Durations Divisible by 60,Medium,Array,4,0.506
1010,Capacity To Ship Packages Within D Days,Medium,"Array, Binary Search",7,0.599
1011,Numbers With Repeated Digits,Hard,"Math, Dynamic Programming",4,0.37799999999999995
1012,Partition Array Into Three Parts With Equal Sum,Easy,Array,2,0.48200000000000004
1013,Best Sightseeing Pair,Medium,Array,2,0.529
1014,Smallest Integer Divisible by K,Medium,Math,2,0.419
1015,Binary String With Substrings Representing 1 To N,Medium,String,2,0.588
1016,Convert to Base -2,Medium,Math,3,0.5920000000000001
1017,Binary Prefix Divisible By 5,Easy,,1,0.478
1018,Next Greater Node In Linked List,Medium,"Linked List, Stack",6,0.583
1019,Number of Enclaves,Medium,Depth-first Search,2,0.5920000000000001
1020,Remove Outermost Parentheses,Easy,Stack,2,0.792
1021,Sum of Root To Leaf Binary Numbers,Easy,Tree,2,0.716
1022,Camelcase Matching,Medium,"String, Trie",4,0.5760000000000001
1023,Video Stitching,Medium,Dynamic Programming,2,0.49
1024,Divisor Game,Easy,"Math, Dynamic Programming",6,0.6609999999999999
1025,Maximum Difference Between Node and Ancestor,Medium,"Tree, Depth-first Search",4,0.6970000000000001
1026,Longest Arithmetic Subsequence,Medium,Dynamic Programming,2,0.49700000000000005
1027,Recover a Tree From Preorder Traversal,Hard,"Tree, Depth-first Search",4,0.71
1028,Two City Scheduling,Medium,Greedy,2,0.5820000000000001
1029,Matrix Cells in Distance Order,Easy,Sort,2,0.682
1030,Maximum Sum of Two Non-Overlapping Subarrays,Medium,Array,4,0.59
1031,Stream of Characters,Hard,Trie,2,0.486
1032,Moving Stones Until Consecutive,Easy,Brainteaser,2,0.433
1033,Coloring A Border,Medium,Depth-first Search,3,0.45799999999999996
1034,Uncrossed Lines,Medium,Array,3,0.562
1035,Escape a Large Maze,Hard,Breadth-first Search,4,0.34299999999999997
1036,Valid Boomerang,Easy,Math,4,0.377
1037,Binary Search Tree to Greater Sum Tree,Medium,"Tree, Depth-first Search, Binary Search Tree, Recursion",10,0.825
1038,Minimum Score Triangulation of Polygon,Medium,Dynamic Programming,2,0.503
1039,Moving Stones Until Consecutive II,Medium,"Array, Sliding Window",6,0.542
1040,Robot Bounded In Circle,Medium,Math,4,0.551
1041,Flower Planting With No Adjacent,Medium,Graph,4,0.488
1042,Partition Array for Maximum Sum,Medium,Dynamic Programming,4,0.674
1043,Longest Duplicate Substring,Hard,"Hash Table, Binary Search, Suffix Array",8,0.314
1044,Customers Who Bought All Products,Medium,,1,0.684
1045,Last Stone Weight,Easy,"Heap, Greedy",4,0.624
1046,Remove All Adjacent Duplicates In String,Easy,Stack,3,0.7120000000000001
1047,Longest String Chain,Medium,"Hash Table, Dynamic Programming",6,0.556
1048,Last Stone Weight II,Medium,Dynamic Programming,4,0.45899999999999996
1049,Actors and Directors Who Cooperated At Least Three Times,Easy,,1,0.725
1050,Height Checker,Easy,Array,2,0.721
1051,Grumpy Bookstore Owner,Medium,"Array, Sliding Window",8,0.5589999999999999
1052,Previous Permutation With One Swap,Medium,"Array, Greedy",5,0.512
1053,Distant Barcodes,Medium,"Heap, Sort",6,0.44299999999999995
1054,Shortest Way to Form String,Medium,"Dynamic Programming, Greedy",6,0.573
1055,Confusing Number,Easy,Math,6,0.47
1056,Campus Bikes,Medium,"Greedy, Sort",7,0.579
1057,Minimize Rounding Error to Meet Target,Medium,"Math, Dynamic Programming, Greedy",8,0.43700000000000006
1058,All Paths from Source Lead to Destination,Medium,"Depth-first Search, Graph",4,0.43
1059,Missing Element in Sorted Array,Medium,Binary Search,2,0.5479999999999999
1060,Lexicographically Smallest Equivalent String,Medium,,1,0.669
1061,Longest Repeating Substring,Medium,String,2,0.584
1062,Number of Valid Subarrays,Hard,Stack,2,0.721
1063,Fixed Point,Easy,"Array, Binary Search",4,0.648
1064,Index Pairs of a String,Easy,"String, Trie",4,0.61
1065,Campus Bikes II,Medium,"Dynamic Programming, Backtracking",9,0.542
1066,Digit Count in Range,Hard,"Math, Dynamic Programming",7,0.41600000000000004
1067,Product Sales Analysis I,Easy,,1,0.82
1068,Product Sales Analysis II,Easy,,1,0.831
1069,Product Sales Analysis III,Medium,,1,0.5
1070,Greatest Common Divisor of Strings,Easy,String,2,0.518
1071,Flip Columns For Maximum Number of Equal Rows,Medium,,1,0.617
1072,Adding Two Negabinary Numbers,Medium,Math,2,0.34700000000000003
1073,Number of Submatrices That Sum to Target,Hard,"Array, Dynamic Programming, Sliding Window",6,0.62
1074,Project Employees I,Easy,,1,0.662
1075,Project Employees II,Easy,,1,0.528
1076,Project Employees III,Medium,,1,0.7809999999999999
1077,Occurrences After Bigram,Easy,Hash Table,4,0.65
1078,Letter Tile Possibilities,Medium,Backtracking,2,0.759
1079,Insufficient Nodes in Root to Leaf Paths,Medium,Depth-first Search,2,0.501
1080,Smallest Subsequence of Distinct Characters,Medium,"String, Stack, Greedy",6,0.536
1081,Sales Analysis I,Easy,,1,0.74
1082,Sales Analysis II,Easy,,1,0.508
1083,Sales Analysis III,Easy,,1,0.547
1084,Sum of Digits in the Minimum Number,Easy,Array,3,0.7509999999999999
1085,High Five,Easy,"Array, Hash Table, Sort",6,0.773
1086,Brace Expansion,Medium,Backtracking,5,0.633
1087,Confusing Number II,Hard,"Math, Backtracking",5,0.456
1088,Duplicate Zeros,Easy,Array,2,0.516
1089,Largest Values From Labels,Medium,"Hash Table, Greedy",4,0.601
1090,Shortest Path in Binary Matrix,Medium,Breadth-first Search,4,0.402
1091,Shortest Common Supersequence,Hard,Dynamic Programming,5,0.532
1092,Statistics from a Large Sample,Medium,"Math, Two Pointers",6,0.488
1093,Car Pooling,Medium,Greedy,5,0.596
1094,Find in Mountain Array,Hard,Binary Search,4,0.361
1095,Brace Expansion II,Hard,String,2,0.626
1096,Game Play Analysis V,Hard,,1,0.568
1097,Unpopular Books,Medium,,1,0.456
1098,Two Sum Less Than K,Easy,"Array, Two Pointers, Sort",9,0.608
1099,Find K-Length Substrings With No Repeated Characters,Medium,"String, Sliding Window",6,0.731
1100,The Earliest Moment When Everyone Become Friends,Medium,Union Find,3,0.6779999999999999
1101,Path With Maximum Minimum Value,Medium,"Depth-first Search, Union Find, Graph",9,0.508
1102,Distribute Candies to People,Easy,,1,0.634
1103,Path In Zigzag Labelled Binary Tree,Medium,"Math, Tree",4,0.733
1104,Filling Bookcase Shelves,Medium,Dynamic Programming,2,0.575
1105,Parsing A Boolean Expression,Hard,String,3,0.594
1106,New Users Daily Count,Medium,,1,0.461
1107,Defanging an IP Address,Easy,String,4,0.884
1108,Corporate Flight Bookings,Medium,"Array, Math",4,0.5429999999999999
1109,Delete Nodes And Return Forest,Medium,"Tree, Depth-first Search",5,0.679
1110,Maximum Nesting Depth of Two Valid Parentheses Strings,Medium,"Binary Search, Greedy",5,0.727
1111,Highest Grade For Each Student,Medium,,1,0.7240000000000001
1112,Reported Posts,Easy,,1,0.66
1113,Print in Order,Easy,,1,0.672
1114,Print FooBar Alternately,Medium,,1,0.589
1115,Print Zero Even Odd,Medium,,1,0.5770000000000001
1116,Building H2O,Medium,,1,0.529
1117,Number of Days in a Month,Easy,,1,0.574
1118,Remove Vowels from a String,Easy,String,3,0.905
1119,Maximum Average Subtree,Medium,Tree,2,0.639
1120,Divide Array Into Increasing Sequences,Hard,Math,1,0.583
1121,Relative Sort Array,Easy,"Array, Sort",5,0.682
1122,Lowest Common Ancestor of Deepest Leaves,Medium,"Tree, Depth-first Search",5,0.68
1123,Longest Well-Performing Interval,Medium,Stack,2,0.33299999999999996
1124,Smallest Sufficient Team,Hard,"Dynamic Programming, Bit Manipulation",6,0.469
1125,Active Businesses,Medium,,1,0.685
1126,User Purchase Platform,Hard,,1,0.508
1127,Number of Equivalent Domino Pairs,Easy,Array,2,0.46299999999999997
1128,Shortest Path with Alternating Colors,Medium,"Breadth-first Search, Graph",6,0.405
1129,Minimum Cost Tree From Leaf Values,Medium,"Dynamic Programming, Stack, Tree",9,0.6729999999999999
1130,Maximum of Absolute Value Expression,Medium,"Math, Bit Manipulation",6,0.516
1131,Reported Posts II,Medium,,1,0.34600000000000003
1132,Largest Unique Number,Easy,"Array, Hash Table",5,0.679
1133,Armstrong Number,Easy,Math,2,0.7809999999999999
1134,Connecting Cities With Minimum Cost,Medium,"Union Find, Graph",4,0.596
1135,Parallel Courses,Medium,"Dynamic Programming, Depth-first Search, Graph",10,0.613
1136,N-th Tribonacci Number,Easy,Recursion,6,0.561
1137,Alphabet Board Path,Medium,"Hash Table, String",8,0.514
1138,Largest 1-Bordered Square,Medium,Dynamic Programming,2,0.48700000000000004
1139,Stone Game II,Medium,Dynamic Programming,5,0.647
1140,User Activity for the Past 30 Days I,Easy,,1,0.545
1141,User Activity for the Past 30 Days II,Easy,,1,0.354
1142,Longest Common Subsequence,Medium,Dynamic Programming,5,0.5870000000000001
1143,Decrease Elements To Make Array Zigzag,Medium,Array,2,0.462
1144,Binary Tree Coloring Game,Medium,"Tree, Depth-first Search",2,0.513
1145,Snapshot Array,Medium,Array,4,0.368
1146,Longest Chunked Palindrome Decomposition,Hard,"Dynamic Programming, Rolling Hash",6,0.595
1147,Article Views I,Easy,,1,0.7709999999999999
1148,Article Views II,Medium,,1,0.483
1149,Check If a Number Is Majority Element in a Sorted Array,Easy,"Array, Binary Search",10,0.5720000000000001
1150,Minimum Swaps to Group All 1's Together,Medium,"Array, Sliding Window",5,0.588
1151,Analyze User Website Visit Pattern,Medium,"Array, Hash Table, Sort",7,0.431
1152,String Transforms Into Another String,Hard,Graph,2,0.358
1153,Day of the Year,Easy,Math,2,0.491
1154,Number of Dice Rolls With Target Sum,Medium,Dynamic Programming,3,0.47600000000000003
1155,Swap For Longest Repeated Character Substring,Medium,String,2,0.47100000000000003
1156,Online Majority Element In Subarray,Hard,"Array, Binary Search, Segment Tree",9,0.40700000000000003
1157,Market Analysis I,Medium,,1,0.642
1158,Market Analysis II,Hard,,1,0.564
1159,Find Words That Can Be Formed by Characters,Easy,"Array, Hash Table",5,0.679
1160,Maximum Level Sum of a Binary Tree,Medium,"Tree, Breadth-first Search",6,0.69
1161,As Far from Land as Possible,Medium,"Breadth-first Search, Graph",6,0.456
1162,Last Substring in Lexicographical Order,Hard,"String, Suffix Array",6,0.363
1163,Product Price at a Given Date,Medium,,1,0.69
1164,Single-Row Keyboard,Easy,String,2,0.8540000000000001
1165,Design File System,Medium,"Hash Table, Design",6,0.584
1166,Minimum Cost to Connect Sticks,Medium,Greedy,5,0.6459999999999999
1167,Optimize Water Distribution in a Village,Hard,"Union Find, Graph",2,0.611
1168,Invalid Transactions,Medium,"Array, String",6,0.309
1169,Compare Strings by Frequency of the Smallest Character,Medium,"Array, String, Binary Search",7,0.604
1170,Remove Zero Sum Consecutive Nodes from Linked List,Medium,Linked List,3,0.415
1171,Dinner Plate Stacks,Hard,Design,2,0.376
1172,Immediate Food Delivery I,Easy,,1,0.8270000000000001
1173,Immediate Food Delivery II,Medium,,1,0.622
1174,Prime Arrangements,Easy,Math,2,0.517
1175,Diet Plan Performance,Easy,"Array, Sliding Window",4,0.5379999999999999
1176,Can Make Palindrome from Substring,Medium,"Array, String",6,0.36
1177,Number of Valid Words for Each Puzzle,Hard,"Hash Table, Bit Manipulation",8,0.396
1178,Reformat Department Table,Easy,,1,0.821
1179,Count Substrings with Only One Distinct Letter,Easy,"Math, String",4,0.779
1180,Before and After Puzzle,Medium,String,4,0.445
1181,Shortest Distance to Target Color,Medium,Binary Search,4,0.536
1182,Maximum Number of Ones,Hard,"Math, Sort",4,0.578
1183,Distance Between Bus Stops,Easy,Array,4,0.539
1184,Day of the Week,Easy,Array,4,0.611
1185,Maximum Subarray Sum with One Deletion,Medium,Dynamic Programming,4,0.389
1186,Make Array Strictly Increasing,Hard,,1,0.42
1187,Design Bounded Blocking Queue,Medium,,1,0.7290000000000001
1188,Maximum Number of Balloons,Easy,"Hash Table, String",8,0.623
1189,Reverse Substrings Between Each Pair of Parentheses,Medium,Stack,2,0.643
1190,K-Concatenation Maximum Sum,Medium,Dynamic Programming,2,0.25
1191,Critical Connections in a Network,Hard,Depth-first Search,2,0.503
1192,Monthly Transactions I,Medium,,1,0.69
1193,Tournament Winners,Hard,,1,0.525
1194,Fizz Buzz Multithreaded,Medium,,1,0.708
1195,How Many Apples Can You Put into the Basket,Easy,Greedy,2,0.6829999999999999
1196,Minimum Knight Moves,Medium,Breadth-first Search,2,0.374
1197,Find Smallest Common Element in All Rows,Medium,"Hash Table, Binary Search",6,0.762
1198,Minimum Time to Build Blocks,Hard,"Math, Dynamic Programming",4,0.389
1199,Minimum Absolute Difference,Easy,Array,2,0.67
1200,Ugly Number III,Medium,"Math, Binary Search",6,0.264
1201,Smallest String With Swaps,Medium,"Array, Union Find",5,0.49
1202,Sort Items by Groups Respecting Dependencies,Hard,"Depth-first Search, Graph, Topological Sort",5,0.484
1203,Last Person to Fit in the Elevator,Medium,,1,0.721
1204,Monthly Transactions II,Medium,,1,0.45799999999999996
1205,Design Skiplist,Hard,Design,4,0.59
1206,Unique Number of Occurrences,Easy,Hash Table,4,0.7190000000000001
1207,Get Equal Substrings Within Budget,Medium,"Array, Sliding Window",5,0.442
1208,Remove All Adjacent Duplicates in String II,Medium,Stack,5,0.578
1209,Minimum Moves to Reach Target with Rotations,Hard,Breadth-first Search,4,0.466
1210,Queries Quality and Percentage,Easy,,1,0.7020000000000001
1211,Team Scores in Football Tournament,Medium,,1,0.569
1212,Intersection of Three Sorted Arrays,Easy,"Hash Table, Two Pointers",7,0.794
1213,Two Sum BSTs,Medium,Binary Search Tree,3,0.6759999999999999
1214,Stepping Numbers,Medium,Backtracking,2,0.436
1215,Valid Palindrome III,Hard,"String, Dynamic Programming",4,0.5
1216,Minimum Cost to Move Chips to The Same Position,Easy,"Array, Math, Greedy",7,0.71
1217,Longest Arithmetic Subsequence of Given Difference,Medium,"Hash Table, Math, Dynamic Programming",6,0.46799999999999997
1218,Path with Maximum Gold,Medium,Backtracking,2,0.659
1219,Count Vowels Permutation,Hard,Dynamic Programming,2,0.54
1220,Split a String in Balanced Strings,Easy,"String, Greedy",6,0.843
1221,Queens That Can Attack the King,Medium,Array,2,0.6940000000000001
1222,Dice Roll Simulation,Hard,Dynamic Programming,2,0.467
1223,Maximum Equal Frequency,Hard,Hash Table,2,0.355
1224,Report Contiguous Dates,Hard,,1,0.63
1225,The Dining Philosophers,Medium,,1,0.599
1226,Airplane Seat Assignment Probability,Medium,"Math, Dynamic Programming, Brainteaser",10,0.622
1227,Missing Number In Arithmetic Progression,Easy,Math,4,0.51
1228,Meeting Scheduler,Medium,"Two Pointers, Sort, Line Sweep",8,0.544
1229,Toss Strange Coins,Medium,"Math, Dynamic Programming",6,0.504
1230,Divide Chocolate,Hard,"Binary Search, Greedy",4,0.537
1231,Check If It Is a Straight Line,Easy,"Array, Math, Geometry",6,0.43200000000000005
1232,Remove Sub-Folders from the Filesystem,Medium,"Array, String",4,0.624
1233,Replace the Substring for Balanced String,Medium,"Two Pointers, String",4,0.34600000000000003
1234,Maximum Profit in Job Scheduling,Hard,"Binary Search, Dynamic Programming, Sort",8,0.47600000000000003
1235,Web Crawler,Medium,"Depth-first Search, Breadth-first Search",5,0.647
1236,Find Positive Integer Solution for a Given Equation,Medium,"Math, Binary Search",4,0.701
1237,Circular Permutation in Binary Representation,Medium,Math,2,0.664
1238,Maximum Length of a Concatenated String with Unique Characters,Medium,"Backtracking, Bit Manipulation",6,0.499
1239,Tiling a Rectangle with the Fewest Squares,Hard,"Dynamic Programming, Backtracking",4,0.528
1240,Number of Comments per Post,Easy,,1,0.6779999999999999
1241,Web Crawler Multithreaded,Medium,"Depth-first Search, Breadth-first Search",8,0.47600000000000003
1242,Array Transformation,Easy,Array,2,0.5
1243,Design A Leaderboard,Medium,"Hash Table, Sort, Design",8,0.665
1244,Tree Diameter,Medium,"Tree, Depth-first Search, Breadth-first Search",9,0.613
1245,Palindrome Removal,Hard,Dynamic Programming,2,0.45799999999999996
1246,Minimum Swaps to Make Strings Equal,Medium,"String, Greedy",5,0.629
1247,Count Number of Nice Subarrays,Medium,Two Pointers,2,0.561
1248,Minimum Remove to Make Valid Parentheses,Medium,"String, Stack",6,0.642
1249,Check If It Is a Good Array,Hard,Math,2,0.562
1250,Average Selling Price,Easy,,1,0.8270000000000001
1251,Cells with Odd Values in a Matrix,Easy,,1,0.787
1252,Reconstruct a 2-Row Binary Matrix,Medium,"Math, Greedy",7,0.418
1253,Number of Closed Islands,Medium,Depth-first Search,2,0.618
1254,Maximum Score Words Formed by Letters,Hard,Bit Manipulation,2,0.701
1255,Encode Number,Medium,"Math, Bit Manipulation",7,0.679
1256,Smallest Common Region,Medium,Tree,4,0.611
1257,Synonymous Sentences,Medium,Backtracking,4,0.623
1258,Handshakes That Don't Cross,Hard,"Math, Dynamic Programming",8,0.5429999999999999
1259,Shift 2D Grid,Easy,Array,4,0.618
1260,Find Elements in a Contaminated Binary Tree,Medium,"Hash Table, Tree",6,0.746
1261,Greatest Sum Divisible by Three,Medium,Dynamic Programming,2,0.499
1262,Minimum Moves to Move a Box to Their Target Location,Hard,,1,0.436
1263,Page Recommendations,Medium,,1,0.6920000000000001
1264,Print Immutable Linked List in Reverse,Medium,,1,0.943
1265,Minimum Time Visiting All Points,Easy,"Array, Geometry",6,0.7929999999999999
1266,Count Servers that Communicate,Medium,"Array, Graph",6,0.578
1267,Search Suggestions System,Medium,String,4,0.647
1268,Number of Ways to Stay in the Same Place After Some Steps,Hard,Dynamic Programming,2,0.433
1269,All People Report to the Given Manager,Medium,,1,0.883
1270,Hexspeak,Easy,"Math, String",6,0.555
